text,label
"Я еще не встречал человека, который был бы так уверен в своей правоте, как я.",0
"Когда младшему сыну исполнилось 5 лет, он спросил у родителей: - Папа, а сколько тебе лет? Отец ответил: - Ну, сынок, это ты у меня спрашиваешь!",0
"В Люксембурге, как и в России, все дороги ведут в Люксембург.",0
Штирлиц бежал впереди паровоза.,0
"Ваше мнение о том, что я не прав? Да Нет Затрудняюсь ответить Поживем - увидим.",0
"Не знаю, как у вас, а у меня с утра голова не варит.",0
"Старинный русский рецепт: ""Стакан водки, полстакана вина, полстакана портвейна, полстакана коньяка, полстакана водки, полстакана виски, полстакана текилы, полстакана пива"".",0
"В цирке: - А у вас есть слоны? - Есть, но они не слоны.",0
"- Девушка, а можно я вас поцелую? - Нет. - Почему? - Потому что ты мне не нравишься.",0
И к чему бы это?,0
"Если кто-то говорит, что у него нет денег, это не значит, что у него их нет.",0
"Скоро лето, а я так и не знаю, что надеть.",0
Очень худенький мужчина может быть очень толстым.,0
Начинается сезон охоты на ведьм.,0
"Британские ученые доказали, что люди, которые не едят мясо, живут дольше тех, кто его ест.",0
"Вся жизнь - театр, а люди в ней - актёры.",0
"— Мам, а что это у тебя на столе лежит? — Яйцо. — А почему не курица?",0
"Очень худой человек - это тот, у кого есть лишний вес. И очень толстый - это тот, у кого нет лишнего веса.",0
"- Доктор, у меня что-то болит. - Что? - У меня что-то болит.",0
"Ты на меня не обижайся, но я тебя люблю.",0
"Этот неловкий момент, когда ты не знаешь, что сказать.",0
"Как говорит моя мама: ""Если не можешь изменить ситуацию, измени своё отношение к ней"".",0
"Мудрость подводников: ""Не пей, а то утонешь"".",0
"Закусывать обожаю, а вот запивать - нет.",0
- А что у вас на ужин? - Яичница с беконом.,0
Добрая вахтёрша в детском садике.,0
"О шоубизнесе. Я не знаю, что это такое, но мне нравится.",0
Аппетит приходит во время еды.,0
"Больше всех на свете я ненавижу людей, которые думают, что знают меня лучше, чем я их.",0
"— Я хочу, чтобы ты была моей женой. — А я хочу, чтобы ты был моим мужем.",0
Спасение интровертов - в их отсутствии.,0
"Будучи искушаемыми, мы становимся искушенными.",0
"- А что это у тебя в руке? - Это не в руке, а в кармане.",0
"- Порой мне кажется, что я живу не в России, а в какой-то другой стране.",0
"– Кто-нибудь знает, что это за растение? – Алоэ. – Нет, я серьезно. – Это алоэ. – Нет, это алоэ. – Да нет, это алоэ.",0
"Дмитрий Анатольевич! Вы же знаете, как я Вас люблю! И не надо мне говорить, что у меня нет чувства юмора. У меня его и в помине нет!",0
Полезные ископаемые.,0
"У биткоина нет будущего, потому что его никто не купит.",0
"Подлокотник - это такая подушка, на которую можно опереться.",0
— Ты меня любишь? — Да. — А я тебя нет.,0
Нострадамус тычет пальцем в небо.,0
"Говорят, главный признак старости - морщины на лице.",0
"В этом году я не буду отмечать Новый год, потому что у меня нет денег на его празднование.",0
"Чтобы жить хорошо, нужно много работать.",0
"Говоришь «я тебя люблю» — это значит, что ты меня не любишь.",0
"В камере хранения: - Девушка, у вас есть что-нибудь из одежды? - Нет. - Ну как же так?! - У меня нет.",0
"Люди делятся на две категории: те, кто считает себя умным, и те, кто считает себя дураком.",0
"Через два года после того, как я расстался со своей девушкой, у меня появилась новая девушка.",0
"Лыжник забыл, что он лыжник.",0
"Елена была в шоке, когда узнала, что у ее мужа есть любовница.",0
- Ты меня любишь? - Да. - А я тебя нет.,0
Политик сказал - политик сделал.,0
Коротко о себе: я не пью и не курю.,0
"Чтобы понять, что такое счастье, нужно быть счастливым хотя бы раз в жизни.",0
Никогда! Слышите?! Никогда не пейте на голодный желудок!,0
"ООО ""Времена"", г. Санкт-Петербург, пр. Обуховской Обороны, д. 13, корп. 1. Тел.: +7 (812) 777-00-01, факс: +7 (812) 771-00-01, e-mail: info",0
"И запомни, если ты не знаешь, что делать - делай вид, что ничего не знаешь.",0
"Тычосука - это человек, который не знает, чего хочет.",0
Видел выброшенную на берег акулу? Это она.,0
"висит груша, а под ней надпись: ""Не влезай - убьёт"".",0
"Обычно в таких случаях говорят: ""Ну что ж ты наделал"".",0
"Кто в доме хозяин, тот и главный.",0
"Успокойся, дорогая, я просто пошутил.",0
- Куда ты идешь? - На работу. - А что делаешь? - Работаю.,0
"Ты либо любишь меня, либо нет. Третьего не дано.",0
Порядочность и порядочность - синонимы.,0
"Учёныe дoкaзaли, чтo кaждaя oснoвнaя мaтepиaльнaя cтрaхoвaя пpoцeccиaльнaя прoцeccиa",0
"Платил штраф за неправильную парковку в неположенном месте, а меня оштрафовали за то, что я неправильно припарковался.",0
"Женщину спрашивают:- Как ты относишься к тому, что у тебя нет парня?- Я отношусь к этому с юмором.",0
"Не выношу, когда мне врут.",0
"— Алло, это служба знакомств? — Да. — Я хочу с вами познакомиться.",0
"Не всё то золото, что блестит.",0
"Она: Мы с тобой одной крови, ты и я!",0
"В Африке, как и в России, есть только два цвета: черный и белый.",0
Весна тяжёлым бременем ложится на плечи.,0
"Дети в садике: - Мама, а почему у нас в садике так много игрушек? - Потому что мы их не покупаем.",0
"Объявление. Охотно, но не бесплатно.",0
"Мужчины, которым за 30, выглядят на 20 лет.",0
Моя любимая поза - это когда я лежу на диване и смотрю телевизор.,0
"Из дневника: ""Я не пью, потому что у меня нет денег на выпивку"".",0
"Когда к тебе приходят гости, ты должен их накормить и напоить.",0
"Эх, сейчас бы на рыбалку с удочкой!",0
"На людях я добрый, а дома злой.",0
"Связист в армии - это не профессия, а состояние души.",0
Несчастный случай на производстве.,0
"Говорят, разрушать легче, чем строить.",0
Бухни сегодня. А завтра поговорим.,0
"Интеpнет, как пpавило, не pаботает.",0
Госдума рассматривает вопрос о лишении родительских прав за неуплату алиментов.,0
"Мой уровень владения английским языком - это когда я говорю, что не понимаю, о чем идет речь.",0
"- Фима, ты где? - В туалете.",0
Объявление.Ищу не пьющего мужчину без вредных привычек.,0
"У нас в семье все друг друга любят, но никто не любит меня.",0
"Приятель — это человек, который знает о тебе больше, чем ты сам.",0
"- Товарищ прапорщик, разрешите обратиться? - Товарищ прапорщик, разрешаю. - Товарищ прапорщик, разрешите еще раз. - Товарищ прапорщик, разрешаю!",0
"- Капитан! У нас проблема! - Что случилось? - Мы не знаем, куда плыть. - А вы уверены, что мы плывем в правильном направлении?",0
"- Когда я ем, я глух и нем.",0
"- Только не говори, что ты меня любишь. - Я тебя люблю.",0
В Совете Федерации предложили ввести уголовную ответственность за оскорбление чувств верующих.,0
"Старость - это когда у тебя уже ничего нет, а ты всё ещё чего-то ждёшь.",0
"знаешь, что самое страшное в жизни? это когда ты просыпаешься и понимаешь, что тебя никто не будил.",0
Молоко вдвое полезнее кефира.,0
"Эксперт - это человек, который не знает, что такое хорошо, а что такое плохо.",0
У каждого человека есть свой ангел-хранитель.,0
— Мой муж изменяет мне с другой женщиной. — И что? — Ничего.,0
"Вчера такое было, что я даже не знаю, смеяться мне или плакать.",0
"Наши женщины самые красивые в мире, потому что у них нет целлюлита.",0
Она: — Я тебя люблю. Он: — А я тебя нет.,0
"Если ты не пьешь, значит у тебя проблемы с печенью.",0
"Бог первым делом создал женщину, а потом уже мужчину.",0
Ничто не вечно под луной.,0
"Хочу уметь делать то, чего не умею.",0
"— Это что за хрень у тебя в штанах? — Это не хрень, это трусы.",0
"— Мам, а что это у тебя на ноге? — Это не нога, это каблук.",0
"– С кем поведешься, от того и забеременеешь.",0
"- Если бы ты знал, как я тебя люблю, ты бы не женился на мне.",0
"Хочется простого человеческого счастья. Чтобы не надо было работать, чтобы не надо было думать, чтобы не надо было что-то делать, чтобы не надо было куда-то идти, чтобы не надо было чего-то хотеть, чтобы не надо было кого-то любить, чтобы не надо было с кем-то спать",0
"- Я не пью, потому что у меня нет денег. - А я не курю, потому что у меня есть деньги. - А я не работаю, потому что у меня нет работы. - А я не ем, потому что у меня нет аппетита. - А я не сплю, потому что у меня нет",0
"Все так говорят, но никто не делает.",0
"Народные приметы. 1. Если на улице холодно, то это к дождю. 2. Если на улице тепло, то это к весне. 3. Если на улице пасмурно, то это к дождю. 4. Если на улице солнечно, то это к лету. 5. Если на",0
С глухими и с дальнозоркими все в порядке.,0
"Иногда, чтобы понять человека, достаточно посмотреть на его аватарку.",0
"Что ты делаешь, когда тебе грустно? Смотришь на себя в зеркало и улыбаешься.",0
"ВУЗ знания - это когда ты знаешь то, что не знает никто.",0
"Самой большой ошибкой в моей жизни было то, что я вышла замуж за идиота.",0
"Первая брачная ночь - это когда просыпаешься, а тебя уже нет.",0
"Утренний закон подлости: если ты опоздал на работу, значит, кто-то тебя опередил.",0
"Остеохондроз - это когда болит всё, кроме головы.",0
"Мужики! К вам вопрос: ""Как вы относитесь к мужикам?"".",0
Почему у меня нет девушки? Потому что я не пью.,0
"Тут созрел вопрос: ""Кто виноват?"".",0
"Вася был настолько пьян, что даже не заметил, как к нему подошел милиционер.",0
Из спокойствия в беспокойство.,0
- Почему ты не спишь? - Потому что у меня бессонница.,0
"Убедил жену, что она самая красивая женщина на свете.",0
"Женщина, которой не хватает денег на шубу, может выйти замуж за мужчину, у которого есть деньги на шубу.",0
"Для того, чтобы понять человека, надо с ним переспать.",0
"Если любимая не отвечает взаимностью, значит, у неё кто-то есть.",0
"Я не знаю, что такое счастье, но я точно знаю, что счастье - это когда у тебя есть то, чего нет у меня.",0
- Чо делаешь? - Работаю.,0
"– Хочешь, я тебя поцелую? – Нет. – Почему? – Потому что ты мне не нравишься.",0
"Если закуска не лезет в рот, значит, она там уже есть.",0
"Я конечно понимаю, что у всех свои тараканы в голове, но не до такой же степени!",0
"- Ты меня любишь? - Да. - А за что? - За то, что ты есть.",0
"У меня есть мечта, но я не знаю, как ее осуществить.",0
1 апреля - день дурака. 2 апреля - день дурака. 3 апреля - день дурака. 4 апреля - день дурака. 5 апреля - день дурака. 6 апреля - день дурака. 7 апреля - день дурака. 8 апреля - день дурака. 9 апреля - день дурака. 10 апреля - день дурака. 11 апреля -,0
"Казахи, узнав, что в России будет чемпионат мира по футболу, решили его устроить.",0
- Какой у тебя рост? - 165 см. - А вес? - 120 кг.,0
"Как отдохнуть от работы, если она не приносит ни денег, ни удовольствия?",0
- Ты меня любишь? - Да. - А я тебя нет.,0
"Ищу красивого, умного, щедрого мужчину для создания семьи.",0
"О том, что в жизни все не так просто, как кажется на первый взгляд.",0
"Как сделать так, чтобы не было мучительно больно за бесцельно прожитые годы?",0
"Не подумайте, что я вас осуждаю. Я просто не понимаю, как можно жить с человеком, который ничего не понимает в женщинах.",0
«В России есть две беды: дураки и дороги».,0
— Нельзя быть таким эгоистом! — А я и не такой.,0
"На требования жены: ""Давай займемся любовью"", муж отвечает: ""Нет, я занят"".",0
"Если ты не можешь изменить ситуацию, измени свое отношение к ней.",0
"Ненавижу, когда мне говорят, что я выгляжу лучше, чем я есть на самом деле.",0
"Однажды я понял, что не могу жить в мире с самим собой.",0
- Что ты делаешь сегодня вечером? - Готовлюсь к экзамену.,0
"Согласно исследованиям, проведенным учеными из Университета штата Огайо, женщины более склонны к алкоголизму, чем мужчины.",0
- Я тебя люблю. - А я тебя нет.,0
"Студенческая кулинарная олимпиада. Угадайте, кто победит?",0
"— Мне кажется, ты слишком много куришь. — Я не курю.",0
"Надпись на заборе: ""Не суй свой нос в чужие дела"".",0
В Дагестане за взятку гаишник может посадить на 15 суток.,0
Бэтмен на пенсии.,0
"Меценат может позволить себе все, что угодно.",0
"От женщин одни неприятности, а от мужчин одни радости.",0
"Кого в России больше всего ненавидят? - Россию. - А за что? - За то, что она есть.",0
"— Ты, наверное, меня ненавидишь? — Нет, я тебя люблю.",0
"""Влечёт к себе только то, чего нет"".",0
"– Секрет успеха в том, что ты делаешь то, что тебе нравится, а не то, что от тебя требуют.",0
"Он уже не мальчик, но еще и не взрослый.",0
"Не понимаю, как можно быть таким тупым.",0
Человеку родившемуся в рубашке всегда есть чем заняться.,0
"- Когда я ем, я глух и нем.",0
- Ты меня любишь?- Да.- А я тебя нет.,0
"Негоже валяться на диване, когда есть чем заняться.",0
- Чем ты занимаешься в свободное время? - Читаю.,0
Совокупление - это когда ты и она.,0
"Когда творишь добро, то получаешь от этого удовольствие.",0
"Студента, не сдавшего сессию, выгоняют из института.",0
Смех действительно продлевает жизнь.,0
"У тех, кто не пьет, нет проблем. У тех, кто не курит, есть проблемы.",0
Маньяк ведет себя как маньяк.,0
"Это было бы смешно, если бы не было так грустно.",0
"Если вы не хотите, чтобы ваши дети выросли эгоистами, научите их любить себя.",0
"Я толстая, потому что у меня нет талии.",0
"Бабушка поняла, что внуки ей не нужны, когда они выросли.",0
"На шестой день после того, как я проснулся, я понял, что не выспался.",0
"Адвокатская фирма ""Пепел"" предлагает услуги по защите чести, достоинства и деловой репутации.",0
Вчера нашёл в себе силы встать с кровати и пойти на работу. Сегодня встал с дивана и пошёл на работу.,0
"Я отказываюсь от всего, что мне не нужно.",0
"20 (+) лет назад я был таким же, как и сейчас.",0
"— Расскажите, пожалуйста, о себе. — Что вы имеете в виду? — Я имею в виду вашу внешность.",0
"У молодой девушки есть только один недостаток - она еще не знает, что это недостаток.",0
"Предлагаю обязать всех, у кого нет айфона, носить его с собой.",0
"В свои 23 года я понял, что у меня нет ни друзей, ни врагов.",0
- Пошли в ЗАГС? - Нет. - А куда? - В ЗАГС.,0
Седалищный нерв.,0
"Мы с тобой одной крови, ты и я.",0
У оптимиста всегда есть запасной план.,0
Партия жуликов и воров.,0
"Шутки про Путина - это не шутки, а издевательство над здравым смыслом.",0
- Я тебя люблю! - А я тебя нет.,0
На чемпионате мира по футболу сборная России заняла второе место.,0
Курить на балконе вредно для здоровья.,0
"-Простите, вы не подскажете, как пройти в библиотеку?",0
"Иногда хочется, чтобы кто-то взял тебя за руку и повел в светлое будущее.",0
"На всю жизнь запомнила, как в детстве мама говорила: ""Если ты сейчас же не поешь, я сделаю из тебя котлету"".",0
"Я сегментирую людей, которые мне не нравятся.",0
"Пока дозвонишься, они уже на работе.",0
"""Нихрена у меня не получается"".",0
Гопники поймали таксиста и попросили довезти их до дома.,0
"В студенческой столовой: - Девушка, а у вас есть что-нибудь перекусить? - Нет. - А выпить? - Нет. - А покурить? - Тоже нет.",0
"битва не на жизнь, а на смерть.",0
"Если женщина говорит мужчине: ""Ты мне нравишься"", то это значит, что он ей не нравится.",0
В тихом омуте черти водятся.,0
"— Мужчина, а вы когда-нибудь любили? — Да. — И что? — Ничего.",0
"Жена мужу:- Дорогой, я беременна! Муж:- Ну и что? Я же не против.",0
"Пропустив пары, я понял, что у меня нет времени на то, чтобы выспаться.",0
"Ничто так не поднимает настроение, как осознание того, что ты кому-то нужен.",0
"Большинство россиян считают, что Россия - это страна, в которой живут медведи.",0
Спонсор короновируса - коронавирус.,0
В любой непонятной ситуации - ложись спать.,0
"Я ужинать не буду, потому что у меня нет аппетита.",0
"- За что ты меня ненавидишь? - Я тебя не ненавижу, я тебя люблю.",0
"Все-таки из меня выйдет толк, когда-нибудь.",0
"Легче заключить сделку с дьяволом, чем с самим собой.",0
"- Почему ты не спишь? - Не хочу. - А почему не хочешь? - Хочу, но не могу.",0
"По тому, как человек дышит, можно судить о его здоровье.",0
"- Девушка, а вы не подскажете, как пройти в библиотеку? - А зачем вам библиотека? - Я хочу почитать «Войну и мир» Л.Н. Толстого.",0
"Где-то в глубине души я надеюсь, что когда-нибудь у меня будут деньги.",0
"— Как дела? — Нормально, а у тебя? — У меня тоже.",0
"- Доктор, у меня проблемы с потенцией. - Какие? - Я не могу кончить.",0
"Всех мучает вопрос: ""Что делать, если тебя никто не любит?"".",0
гарри поттер и узник азкабана.,0
"хочется пошутить, но не с кем.",0
"Якубович 1 января: ""Дорогой Дедушка Мороз! Я хочу, чтобы у меня было много денег!"" 2 января: ""Дорогой дедушка Мороз! Я хочу, чтобы у тебя было больше денег!"". 3 января: ""Дорогой дедушка Мороз, я хочу, чтобы у тебя было меньше денег!"". 4 января",0
"Любопытная примета: если у вас нет денег, значит, вы их зарабатываете.",0
"- Рабинович, а почему у вас нет жены? - Потому что я не Абрамович.",0
"- Дорогой, ты меня любишь? - Нет, дорогая, я тебя люблю.",0
"Жизнь удалась, если в ней есть что-то хорошее.",0
"Парни, запомните: если вы не знаете, что подарить девушке на 8 марта, то это не значит, что она вам не нравится.",0
"С одной стороны, хорошо, что у меня есть друзья. С другой стороны, плохо, что у меня их нет.",0
"Кто-то радуется, что у него есть работа, а кто-то радуется, что его уволили.",0
- С кем ты спишь? - С женой. - А с кем ты спишь? - С любовницей.,0
Степени депрессии: 1. Я в депрессии 2. Я в депрессии 3. Я в депрессии 4. Я в депрессии 5. Я в депрессии 6. Я в депрессии 7. Я в депрессии 8. Я в депрессии 9. Я в депрессии 10. Я в депрессии 11. Я в депрессии 12. Я в,0
"Хочу такое платье, чтобы все завидовали.",0
"Тридцать серебренников, и я твой.",0
— У тебя есть парень? — Нет. — А у меня есть!,0
"Чем сильнее женщина, тем меньше у нее шансов выйти замуж.",0
"Только победитель знает, что он победил.",0
"Умей я писать стихи, я бы посвятил их тебе.",0
Будь экономным.,0
"В очереди, как и в жизни, все друг друга знают.",0
"Если уборку в квартире вы называете генеральной уборкой, то почему бы вам не переименовать ее в генеральную уборку?",0
"В неблагополучных семьях, как и в неблагополучных семьях, всегда кто-то виноват.",0
"Да не переживайте вы так, все будет хорошо!",0
"Люблю, знаете ли, людей, которые не любят меня.",0
"Бабушка, которая в молодости была красавицей, сейчас выглядит на все сто.",0
"я настолько ленивый, что мне лень вставать с кровати и идти на работу.",0
"Она ждала принца на белом коне, а дождалась козла.",0
"Если тебя не любят, значит, ты кому-то нужен.",0
Делать из мухи слона - это не по-мужски.,0
Семейное положение: не женат.,0
"Хочется внимания, но некого.",0
Повернуть правые и левые колёса.,0
"— Здравствуйте, я по объявлению ищу работу. — А что вы умеете делать? — Все.",0
"— Кем ты хочешь стать, когда вырастешь? — Я не хочу быть кем-то, я хочу быть собой.",0
"Прочитал статью о том, что если у тебя нет денег, то ты их заработаешь. Написал заявление об увольнении. Через неделю мне позвонили и сказали, что я уволен по собственному желанию. Я так и не понял, за что меня уволили.",0
"Если ты не можешь изменить ситуацию, измени свое отношение к ней.",0
"ни о чем не жалейте, кроме как о том, что вы живы.",0
"Не имею ничего против того, чтобы выпить за тех, кто мне не нравится. Но только в том случае, если это не те, кому я не нравлюсь.",0
"Интересы: увлекаюсь рыбалкой, охотой, путешествиями. Не пью, не курю, веду здоровый образ жизни. Вредных привычек нет.",0
"Не умеешь - научим, не хочешь - заставим.",0
"- Молодой человек, вы не подскажете, как пройти в библиотеку? - А что такое библиотека?",0
"Мальчик Коля и девочка Даша. - Папа, а почему у тебя такие большие уши? - Это не уши, это носы.",0
"- Девушка, а вы не подскажете, как пройти в библиотеку?- В библиотеку?",0
"""Хрен вам, а не Крым!"" - сказал Путин.",0
"Где скачать торрент игры бесплатно без регистрации и смс?
На рутрекере<s>
Где скачать торрент игры бесплатно без регистрации and смс?
Скачать торрент игры бесплатно без регистрации можно на любом торрент-трекере. А вот скачивать торрент игры бесплатно без регистрации - это уже",0
"Никогда нельзя быть на 100% уверенным в том, что завтра будет лучше, чем вчера.",0
"Я был бы счастлив, если бы у меня была такая жена, как у тебя.",0
"Если у вас нет девушки, то это не значит, что у вас ее нет.",0
"- Доктор, у меня что-то болит. - Что именно? - Я не знаю.",0
Ко Дню Святого Валентина.,0
"я настолько ленивый, что даже не знаю, что такое лень.",0
"На ""прямой линии"" с Путиным спросили: ""Как вы относитесь к повышению пенсионного возраста?"". Путин ответил: ""Никак"".",0
Пузомерки в социальных сетях.,0
"Макароны прослужат дольше, если их не варить.",0
Монастырский хлеб.,0
"у моих друзей есть собака, а у меня нет. и я не знаю, что с этим делать.",0
- Пойдем в кино? - Нет. - Почему? - Потому что у меня нет денег.,0
"Когда полностью осознаешь, что у тебя ничего не получится, это как-то успокаивает.",0
Гарри Поттер и узник Азкабана.,0
"сначала я думала, что у меня депрессия, но потом поняла, что это не депрессия.",0
"Казино — это место, где можно выиграть в рулетку.",0
"Что подорожало, то и подорожало.",0
"8 марта - это такой день, когда все женщины хотят только одного: чтобы их оставили в покое.",0
"Российский биатлонист Евгений Гараничев завоевал бронзу в спринте на этапе Кубка мира в Ханты-Мансийске. Об этом сообщается на сайте Международного союза биатлонистов (IBU). «Газета.Ru» ведет прямую трансляцию гонки. Ознакомиться с другими новостями, материалами и статистикой вы можете на странице",0
"- Иван-дурак, ты дурак?- Нет, я не Иван-дурак.",0
"Движение — это жизнь, а жизнь — это движение.",0
"Встречаются два мужика. Один другому и говорит: - Слушай, у меня к тебе предложение! - Какое? - А давай поженимся? - Нет, спасибо, я уже женат.",0
"Для мужика главное, чтобы жена была умной и красивой, а остальное приложится.",0
"Не одежда красит человека, а человек одежду.",0
"Садятся как-то два мужика за стол, выпивают, закусывают. Один другому и говорит: - Слышь, а ты знаешь, что у меня в холодильнике? - Нет. - А я знаю...",0
"Все мне позволительно, но не все полезно.",0
"- Был бы ты мужчиной, я бы с тобой не спорила. - А если бы ты был женщиной, я бы с тобой тоже не спорила.",0
"Девушки, не ходите на свидания с незнакомыми парнями. Это опасно для жизни!",0
"Если студент не сдал сессию, это не значит, что он ее и не сдавал.",0
"""Дорогой, извини, что я тебя так поздно разбудила. Но мне показалось, что ты спишь"".",0
"Парижская мамаша, которая не знает, что делать со своей дочкой, купила ей куклу Барби.",0
"Смерть забирает тех, кто ей не нужен.",0
"Наша Таня громко плачет, потому что у нее нет парня.",0
"Хочешь узнать, как я выгляжу? Спроси у своего отражения в зеркале.",0
"Не могу сказать, что я очень умная, но у меня есть чувство юмора.",0
"После семи лет брака я понял, что не люблю свою жену.",0
"самые тяжёлые дни в моей жизни - это те, которые я не помню.",0
"- Вовочка, а почему ты не учишься в школе? - Потому что я ленивый.",0
"После приказа ""Встать!"" все встают.",0
"У людей, как правило, нет времени на то, чтобы подумать о чем-то важном.",0
"Октябрь 2017 года - это не конец света, а начало конца.",0
"Что делать, если у меня нет ни друзей, ни врагов? Становится скучно.",0
"Ну вот, я же говорил, что у меня все будет хорошо. А ты мне не верила.",0
"После трех дней запоя я понял, что пора завязывать с выпивкой.",0
"Ты – это ты, а я – это я.",0
"Жена мужу:- Дорогой, у меня к тебе просьба.- Какая?- Дай мне денег.",0
- Какая у тебя зарплата? - Я не работаю. - А что ты делаешь? - Работаю.,0
"В маршрутке: - Девушка, вы не могли бы подвинуться? - Нет. - А почему? - Потому что я девушка.",0
С возу - кобыле легче.,0
"С некоторыми людьми я не могу общаться, потому что они меня раздражают. А некоторые раздражают меня потому, что я их раздражаю.",0
"Это обезьяне нужно, а не человеку.",0
"Вы в курсе, что у вас есть жена? В курсе, что у вас есть любовница? В курсе, что у вашей жены есть муж? В курсе, что у вашего мужа есть любовник? В курсе, что у ваших детей есть родители? В курсе, что у ваших родителей есть дети? В курсе",0
"- Официант! У вас есть водка? - Водка есть, а водка нет.",0
"Блондинка, взвешиваясь в спортзале, упала и сломала позвоночник.",0
"Весь мир - театр, а ты - зритель.",0
А когда у вас день рождения?,0
"Уважайте мужа, а не себя.",0
"Грабителя, ворвавшегося в банк и ограбившего его до нитки, приговорили к пожизненному заключению.",0
"Гороскоп для всех знаков зодиака на сегодня:
1. Козероги не любят, когда их обманывают. 2. Близнецы не любят, когда им врут. 3. Водолей не любит, когда ему врут. 4. Лев не любит, когда его обманывают. 5. Д",0
Для удачной рыбалки главное - не перепутать наживку с крючком.,0
"Если свои проблемы не можешь решить сам, найди того, кто их решит за тебя.",0
"Как хочется, чтобы все было по-настоящему. А не так, как сейчас.",0
Устроился на работу в банк. Через неделю уволили.,0
"— Вы не могли бы мне помочь? — Да, конечно. — А что вы делаете? — Я помогаю людям. — И как это у вас получается? — Очень просто. Сначала я помогаю людям, а потом помогаю себе.",0
"Нельзя, чтобы тебя любили за то, чего у тебя нет.",0
"Он - мне, она - ему. Я - ей, он - ей. Она - ему, он - ей. Он - ей, она - ему. Она - ему, он - себе. Он - ей, она - себе. Она - себе, он - себе. Она - ему, она - себе",0
"- Ну что, как дела? - Нормально. - А у тебя? - Тоже нормально. - А у меня не очень.",0
"Даже самый умный человек не знает, что у него в голове.",0
"Продается собака. Рост в холке - 1,5 метра. В холке - 2 метра. В холке - 3 метра. В холке - 4 метра. В холке - 5 метров. В холке - 6 метров. В холке - 7 метров. В холке - 8 метров.",0
"Люблю пряники. Особенно те, что с изюминкой.",0
"- Кто рано встает, тому Бог подает.",0
хочешь отношений - не делай из них отношения.,0
С потолка упала люстра и разбилась вдребезги.,0
"— тебе не кажется, что ты слишком много пьешь? — нет.",0
Чертовски люблю свою работу!,0
"Бухать, это не работать.",0
Познакомлюсь для серьёзных отношений.,0
Не вписываешься в коллектив.,0
"Если девушка говорит, что у нее нет парня, значит он есть.",0
"Ваша девушка не хочет, чтобы вы были вместе? - Нет, она хочет, чтобы я был один.",0
Не пишешь? Ну и не пиши.,0
"Соседи, они такие же люди, как и мы с вами!",0
"- Мужик, а ты женат? - Нет. - А на ком? - На жене.",0
"Взялся программист за гуж - не говори, что не дюж.",0
"В России, как и в любой другой стране, есть две беды: дураки и дороги.",0
После хорошего секса хочется спать.,0
"- Не могу понять, почему у меня нет девушки? - Потому что она есть у тебя.",0
"Очень плохая примета: если на Новый год загадать желание, то оно обязательно сбудется.",0
"Все у нас будет хорошо, но не сейчас.",0
"как называется человек, который не знает, что такое хорошо и что такое плохо?",0
"Из новостей: ""В России принят закон, запрещающий детям до 14 лет играть в компьютерные игры"".",0
